urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/agc021/tasks/agc021_c,"
Problem StatementTakahashi has an N \times M grid, with N horizontal rows and M vertical columns.
Determine if we can place A 1 \times 2 tiles (1 vertical, 2 horizontal) and B 2 \times 1 tiles (2 vertical, 1 horizontal) satisfying the following conditions, and construct one arrangement of the tiles if it is possible:

All the tiles must be placed on the grid.
Tiles must not stick out of the grid, and no two different tiles may intersect.
Neither the grid nor the tiles may be rotated.
Every tile completely covers exactly two squares.

","
Constraints
1 \leq N,M \leq 1000
0 \leq A,B \leq 500000
N, M, A and B are integers.

","
InputInput is given from Standard Input in the following format:
N M A B

","
OutputIf it is impossible to place all the tiles, print NO.
Otherwise, print the following:
YES
c_{11}...c_{1M}
:
c_{N1}...c_{NM}

Here, c_{ij} must be one of the following characters: ., <, >, ^ and v. Represent an arrangement by using each of these characters as follows:

When c_{ij} is ., it indicates that the square at the i-th row and j-th column is empty;
When c_{ij} is <, it indicates that the square at the i-th row and j-th column is covered by the left half of a 1 \times 2 tile;
When c_{ij} is >, it indicates that the square at the i-th row and j-th column is covered by the right half of a 1 \times 2 tile;
When c_{ij} is ^, it indicates that the square at the i-th row and j-th column is covered by the top half of a 2 \times 1 tile;
When c_{ij} is v, it indicates that the square at the i-th row and j-th column is covered by the bottom half of a 2 \times 1 tile.

",Construct
https://atcoder.jp/contests/agc047/tasks/agc047_e,"
Problem StatementThis is an output-only problem. You shouldn't read anything from the input.
In short, your task is to simulate multiplication by using only comparison (x < y) and addition (x + y).
There is no input in this problem, you just print a sequence of operations.
Imagine that there is a big array a[0], a[1], ..., a[N-1] of length N.
The first two values are initially two non-negative integers A and B (which are unknown to you),
    the other elements are zeros.
Your goal is to get the product A \cdot B in a[2] at the end.
You are allowed operations of two types, with the following format (where 0 \leq i, j, k < N):

+ i j k — applies operation a[k] = a[i] + a[j].
< i j k — applies operation a[k] = a[i] < a[j].
    That is, if a[i] < a[j] then a[k] becomes 1, otherwise it becomes 0.

You can use at most Q operations.
Elements of a can't exceed V.
Indices (i, j, k) don't have to be distinct.
It's allowed to modify any element of the array (including the first two).
The actual checker simulates the process for multiple pairs (A, B) within a single test.
Each time, the checker chooses values A and B, creates the array a = [A, B, 0, 0, \ldots, 0],
    applies all your operations and ensures that a[2] = A \cdot B.
","
Constraints
0 \leq A, B \leq 10^9
N = Q = 200\,000
V = 10^{19} = 10\,000\,000\,000\,000\,000\,000

","
Partial Score
800 points will be awarded for passing tests that satisfy A, B \leq 10.
Another 1000 points will be awarded for passing all tests.

","
InputThe Standard Input is empty.
",Construct
https://atcoder.jp/contests/agc020/tasks/agc020_d,"
Problem StatementLet f(A, B), where A and B are positive integers, be the string satisfying the following conditions:

f(A, B) has length A + B;
f(A, B) contains exactly A letters A and exactly B letters B;
The length of the longest substring of f(A, B) consisting of equal letters (ex., AAAAA or BBBB) is as small as possible under the conditions above;
f(A, B) is the lexicographically smallest string satisfying the conditions above.

For example, f(2, 3) = BABAB, and f(6, 4) = AABAABAABB.
Answer Q queries: find the substring of f(A_i, B_i) from position C_i to position D_i (1-based).
","
Constraints
1 \leq Q \leq 10^3
1 \leq A_i, B_i \leq 5 \times 10^8
1 \leq C_i \leq D_i \leq A_i + B_i
D_i - C_i + 1 \leq 100
All input values are integers.

","
Partial Score
500 points will be awarded for passing the testset satisfying 1 \leq A_i, B_i \leq 10^3.

","
InputInput is given from Standard Input in the following format:
Q
A_1 B_1 C_1 D_1
A_2 B_2 C_2 D_2
:
A_Q B_Q C_Q D_Q

",Construct
https://atcoder.jp/contests/agc030/tasks/agc030_c,"
Problem StatementFor an n \times n grid, let (r, c) denote the square at the (r+1)-th row from the top and the (c+1)-th column from the left.
A good coloring of this grid using K colors is a coloring that satisfies the following:

Each square is painted in one of the K colors.
Each of the K colors is used for some squares.
Let us number the K colors 1, 2, ..., K. For any colors i and j (1 \leq i \leq K, 1 \leq j \leq K), every square in Color i has the same number of adjacent squares in Color j. Here, the squares adjacent to square (r, c) are ((r-1)\; mod\; n, c), ((r+1)\; mod\; n, c), (r, (c-1)\; mod\; n) and (r, (c+1)\; mod\; n) (if the same square appears multiple times among these four, the square is counted that number of times).

Given K, choose n between 1 and 500 (inclusive) freely and construct a good coloring of an n \times n grid using K colors.
It can be proved that this is always possible under the constraints of this problem,
","
Constraints
1 \leq K \leq 1000

","
InputInput is given from Standard Input in the following format:
K

","
OutputOutput should be in the following format:
n
c_{0,0} c_{0,1} ... c_{0,n-1}
c_{1,0} c_{1,1} ... c_{1,n-1}
:
c_{n-1,0} c_{n-1,1} ... c_{n-1,n-1}

n should represent the size of the grid, and 1 \leq n \leq 500 must hold.
c_{r,c} should be an integer such that 1 \leq c_{r,c} \leq K and represent the color for the square (r, c).
",Construct
https://atcoder.jp/contests/code-festival-2017-qualb/tasks/code_festival_2017_qualb_f,"
Problem StatementFor a string S, let f(S) be the lexicographically smallest cyclic shift of S.
For example, if S = babca, f(S) = ababc because this is the smallest among all cyclic shifts (babca, abcab, bcaba, cabab, ababc).
You are given three integers X, Y, and Z.
You want to construct a string T that consists of exactly X as, exactly Y bs, and exactly Z cs.
If there are multiple such strings, you want to choose one that maximizes f(T) lexicographically.
Compute the lexicographically largest possible value of f(T).
","
Constraints
1 \leq X + Y + Z \leq 50
X, Y, Z are non-negative integers.

","
InputInput is given from Standard Input in the following format:
X Y Z

","
OutputPrint the answer.
",Construct
https://atcoder.jp/contests/diverta2019-2/tasks/diverta2019_2_f,"
Problem Statement
Diverta City is a new city consisting of N towns numbered 1, 2, ..., N.
The mayor Ringo is planning to connect every pair of two different towns with a bidirectional road. The length of each road is undecided.
A Hamiltonian path is a path that starts at one of the towns and visits each of the other towns exactly once.
The reversal of a Hamiltonian path is considered the same as the original Hamiltonian path.
There are N! / 2 Hamiltonian paths. Ringo wants all these paths to have distinct total lengths (the sum of the lengths of the roads on a path), to make the city diverse.
Find one such set of the lengths of the roads, under the following conditions:

The length of each road must be a positive integer.
The maximum total length of a Hamiltonian path must be at most 10^{11}.

","
Constraints

N is a integer between 2 and 10 (inclusive).

","
Input
Input is given from Standard Input in the following format:
N

","
Output
Print a set of the lengths of the roads that meets the objective, in the following format:
w_{1, 1} \ w_{1, 2} \ w_{1, 3} \ ... \ w_{1, N}
w_{2, 1} \ w_{2, 2} \ w_{2, 3} \ ... \ w_{2, N}
  :  :     :
w_{N, 1} \ w_{N, 2} \ w_{N, 3} \ ... \ w_{N, N}

where w_{i, j} is the length of the road connecting Town i and Town j, which must satisfy the following conditions:

w_{i, i} = 0
w_{i, j} = w_{j, i} \ (i \neq j)
1 \leq w_{i, j} \leq 10^{11} \ (i \neq j)

If there are multiple sets of lengths of the roads that meet the objective, any of them will be accepted.
",Construct
https://atcoder.jp/contests/arc070/tasks/arc070_d,"
Problem StatementThis is an interactive task.
AtCoDeer the deer came across N people. For convenience, the people are numbered 0 through N-1.
Among them, A are honest and the remaining B(=N-A) are unkind.
All of these N people know who are honest and who are unkind, but AtCoDeer only knows that there are A honest and B unkind people.
He is trying to identify all of the honest people by asking questions to these N people.
For one question, AtCoDeer selects a and b (0≤a,b≤N-1), and asks person a the following question: ""Is person b honest?""
An honest person will always answer correctly by ""Yes"" or ""No"".
An unkind person, however, will answer by selecting ""Yes"" or ""No"" arbitrarily.
That is, the algorithm used by an unkind person may not be simple one such as always lying or giving random fifty-fifty answers.
AtCoDeer can ask at most 2N questions. He will ask questions one by one, and the responses to the previous questions can be used when deciding the next question to ask.
Identify all of the honest people.
If it is impossible (more formally, if, for any strategy of asking 2N questions, there exists a strategy for unkind people to answer the questions so that there are two or more possible sets of the honest people), report that fact.
","
Constraints
1≤A,B≤2000

","
Input and OutputFirst, A and B are given from Standard Input in the following format:
A B

If identifying the honest people is impossible, the program must immediately print the following output and terminate itself:
Impossible

Otherwise, the program shall ask questions.
Each question must be written to Standard Output in the following format:
? a b

Here, a and b must be integers between 0 and N-1 (inclusive).
The response to the question will be given from Standard Input in the following format:
ans

Here, ans is either Y or N.
Y represents ""Yes""; N represents ""No"".
Finally, the answer must be written to Standard Output in the following format:
! s_0s_1...s_{N-1}

Here, s_i must be 1 if person i is honest, and 0 if person i is unkind.
","
Judgement
After each output, you must flush Standard Output. Otherwise you may get TLE.
After you print the answer, the program must be terminated immediately. Otherwise, the behavior of the judge is undefined.
When your output is invalid or incorrect, the behavior of the judge is undefined (it does not necessarily give WA).

",Construct
https://atcoder.jp/contests/atc001/tasks/dfs_a,,,,,Construct
https://atcoder.jp/contests/iroha2019-day1/tasks/iroha2019_day1_f,,,,,Construct
https://atcoder.jp/contests/agc001/tasks/agc001_d,"
Problem StatementSnuke got a present from his mother on his birthday.
The present was a pair of two sequences a and b, consisting of positive integers.
They satisfied all of the following properties:

The sum of all elements of a is N.
The sum of all elements of b is N.
Any string of length N that satisfies the following two conditions (1) and (2) will also satisfy the condition (3).

(1) Any of the following forms a palindrome: the first a_1 letters, the following a_2 letters, the following a_3 letters and so on.
(2) Any of the following forms a palindrome: the first b_1 letters, the following b_2 letters, the following b_3 letters and so on.
(3) All N letters are the same.


He was happy, until one day he lost both of the sequences.
Now, he only remembers that the sequence a was a permutation of another sequence A of length M.
To bring him happiness again, his mother has decided to give him another pair of sequences a and b that satisfies his favorite properties and is consistent with his memory.
","
Constraints
1≦N≦10^5
1≦M≦100
1≦A_i≦10^5
The sum of all A_i equals N.

","
InputThe input is given from Standard Input in the following format:
N M
A_1 A_2 ... A_M

","
OutputIf there exists a pair of sequences a and b that satisfies the properties and is consistent with Snuke's memory, print three lines. The first line must contain the sequence a, the second line must contain the length of the sequence b, and the third line must contain the sequence b.
If such a pair does not exist (because Snuke's memory is wrong or some other reason), print a single line containing the word Impossible (case-sensitive).
",Construct
